b661e90ea0fe4cb5bb6c53b68ad5d555,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
fd18ed355cd74ae38799f76dc7d20609,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
a3e1b010ce0d49a9a59faf097ca2eab0,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
47bf4ed59a9947089e033286d5df8fd8,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
3a35a5a1223a44ad9c7f677d0b5f7646,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
74b6f77997f9450a9d7b9a2db3600f0f,"['359742', '571688', '618901', '576417']"
a541e7003faf4d70b7e830e074803d7c,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
fc8d14ef3d2c4b8d8aa9210215ab11f9,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
eae5dae86a8c4d768077fd75c01a0a01,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
cd51f4e950f64d689b2561f286ab8239,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
922b8fd05aa1494fa6c6c05d896e8a98,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
0582172e66a44cb7951aa07d4767696d,"['359742', '571688', '618901', '576417']"
112e9635f7b443d3a46c977c871f1146,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
ff07276412fb411ebe387ab57b9632cf,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
93f573fbaa9742c7b7a4149ad0a82430,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
9ddfce5f7df042c998ad5efdb6209a62,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
9f0dc6e1deba448eb7834e8e1afc2eb0,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
5264e5a2fa884d9f9477085177cbe626,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
48b35724094c4c60bae0b4ff3f779c21,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
18c1ff9887c0473ebba40e73f1864cca,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
8db6b698e4f54b598af9c3e7bb885b0f,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
fc41b5345feb45a6afe3d742f47e6934,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
795e0052b9944476a943123801428ac9,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
0ad0f12f469c44b0985881aae0676d2f,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
530feb6b8263491d969d979e4234259c,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
55e2bd6bce924eafaa8a4a2fcc44ec33,"['359742', '571688', '618901', '576417']"
f0f9f162fd204146a9cb7d5061e2125a,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
39c5b8a54a1d46a3ba24ac51bca6640c,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
12acb81c81e0438090bf5d1a58f31475,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
b91c59eeca42460283ec295b1bab861c,"[' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
6d1fded827dc47e58cc15bc976c7a605,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
3a595908b0ad432da68ad4b90e489a14,"['359742', '576417']"
f3ac474abb7b4b18ada688d285c6216b,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
41c05e043d8a451bbee14db291fea8dc,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
75a0764e01704a0286477d87f8de8fe3,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
68fb02616a30433680b4d19068170c66,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
16e52f00727e491189d432f2175e6a30,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
49f976c2810c432698ff250a408d654f,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
3308baaad9f340ed800918b5b0599f40,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
4fb73cf1f6ad46bc8f0d0ae28274c634,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
7ee89fdc60e144b6adc93ba90de9b0c1,"['623973', ' mp-00045672', '552943', ' mp-00035096', '351477', ' mp-00016382', ' mp-00035640', ' mp-00036235', ' mp-00036048']"
